row_names,smiles,SUBSTANCE_ID,SUBSTANCE_LOT_ID,SAMPLE_SBMSN_ID,RESULT,SMP_CONC,ASSAY_NAME,CO,ord,cl,if
1.4.G:16,C1C(CN1S(Cc1cccc(c1)C(F)(F)F)(=O)=O)S(Cc1ccco1)(=O)=O,UNC10402898A,F6442-2615,PLATE 124_G_16,83,20,DENV-2 RdRp picogreen,529,337,9,0
1.5.A:18,Cc1cc(ccc1S(N1CCC(C1)S(Cc1ccco1)(=O)=O)(=O)=O)F,UNC10374537A,F6435-7873,PLATE 035_A_18,92,20,DENV-2 RdRp picogreen,367,338,9,0
1.5.E:18,C1CN(CC1S(Cc1ccco1)(=O)=O)S(c1cccc(c1)C(F)(F)F)(=O)=O,UNC10374541A,F6435-7920,PLATE 035_E_18,77,20,DENV-2 RdRp picogreen,608,339,9,0
1.9.A:17,Cc1cc(ccc1OC)S(N1CCC(C1)S(Cc1ccco1)(=O)=O)(=O)=O,UNC10390150A,F6435-7890,PLATE 084_A_17,92,20,DENV-2 RdRp picogreen,370,340,9,0
1.3.P:21,COc1ccc(cc1[Cl])S(N1CCC(C1)S(Cc1ccco1)(=O)=O)(=O)=O,UNC10402667A,F6435-7917,PLATE 123_P_21,90,20,DENV-2 RdRp picogreen,408,341,9,0
1.5.C:18,C1CN(CC1S(Cc1ccco1)(=O)=O)S(Cc1cccc(c1)[Cl])(=O)=O,UNC10374539A,F6435-7899,PLATE 035_C_18,91,20,DENV-2 RdRp picogreen,380,342,9,0
1.4.E:16,C1CCc2cc(ccc2C1)S(N1CC(C1)S(Cc1ccco1)(=O)=O)(=O)=O,UNC10402896A,F6442-2546,PLATE 124_E_16,98,20,DENV-2 RdRp picogreen,134,343,9,0
1.11.N:4,C1CN(CCSC1c1ccco1)S(c1ccc2c(CCO2)c1)(=O)=O,UNC10390595A,F6481-4002,PLATE 086_N_04,96,20,DENV-2 RdRp picogreen,263,344,9,0
1.8.K:9,C1CN(CCSC1c1ccco1)S(c1ccc2c(c1)OCCO2)(=O)=O,UNC10375363A,F6481-3929,PLATE 038_K_09,79,20,DENV-2 RdRp picogreen,577,345,9,0
1.8.A:11,C1CCc2cc(ccc2C1)S(N1CCC(c2ccco2)SCC1)(=O)=O,UNC10375385A,F6481-3978,PLATE 038_A_11,73,20,DENV-2 RdRp picogreen,669,346,9,0
1.6.I:10,Cn1cc(CC(N2CC(C2)S(Cc2ccco2)(=O)=O)=O)c2ccccc12,UNC10413017A,F6442-2345,PLATE 156_I_10,100,20,DENV-2 RdRp picogreen,36,347,9,0
1.4.A:16,C1C(CN1C(Cn1ccc2ccccc12)=O)S(Cc1ccco1)(=O)=O,UNC10402892A,F6442-2358,PLATE 124_A_16,97,20,DENV-2 RdRp picogreen,202,348,9,0
1.10.O:5,C1C(CN1C(c1cc2ccccc2[nH]1)=O)S(Cc1ccco1)(=O)=O,UNC10390292A,F6442-2335,PLATE 085_O_05,97,20,DENV-2 RdRp picogreen,200,349,9,0
1.4.G:6,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(c1ccc2ccccc2n1)=O,UNC10402738A,F6441-4066,PLATE 124_G_06,80,20,DENV-2 RdRp picogreen,572,350,9,0
1.6.P:3,C1CN(CCSC1c1ccco1)C(CSc1c[nH]c2ccccc12)=O,UNC10412912A,F6481-3833,PLATE 156_P_03,92,20,DENV-2 RdRp picogreen,375,351,9,0
1.11.J:6,C1CN(CCSC1c1cccs1)C(c1ccc2c(cc[nH]2)c1)=O,UNC10390623A,F6481-4306,PLATE 086_J_06,87,20,DENV-2 RdRp picogreen,465,352,9,0
1.9.A:10,COc1ccc2cc(C(N3CCC(CC3)c3cccs3)=O)[nH]c2c1,UNC10390038A,F6436-3546,PLATE 084_A_10,80,20,DENV-2 RdRp picogreen,568,353,9,0
1.9.C:11,CS(C1CCN(CC1)C(Cc1cccs1)=O)(=O)=O,UNC10390056A,F6435-1445,PLATE 084_C_11,66,20,DENV-2 RdRp picogreen,829,354,9,0
1.3.M:17,C1CN(CCC1CNC(c1ccc2ccccc2c1)=O)Cc1ccco1,UNC10371655A,F5033-0861,PLATE 026_M_17,98,20,DENV-2 RdRp picogreen,103,355,9,0
1.2.N:15,COCCNC(C(NCC1CCN(CC1)Cc1ccco1)=O)=O,UNC10371305A,F5016-0782,PLATE 025_N_15,97,20,DENV-2 RdRp picogreen,160,356,9,0
1.2.N:17,CCc1ccccc1NC(C(NCC1CCN(CC1)Cc1cccs1)=O)=O,UNC10371337A,F5016-0898,PLATE 025_N_17,97,20,DENV-2 RdRp picogreen,162,357,9,0
1.3.M:19,Cc1cc(C(NCC2CCN(CC2)Cc2ccsc2)=O)sc1,UNC10371687A,F5033-1014,PLATE 026_M_19,98,20,DENV-2 RdRp picogreen,104,358,9,0
1.4.L:14,C(C(c1ccco1)N1CCOCC1)NC(c1ccsc1)=O,UNC10388513A,F5832-5042,PLATE 079_L_14,71,20,DENV-2 RdRp picogreen,704,359,9,0
1.9.O:17,C(C(c1ccco1)N1CCN(CC1)c1ccc(cc1)F)NC(=O)OCc1ccccc1,UNC10409301A,F2504-0273,PLATE 144_O_17,76,20,DENV-2 RdRp picogreen,624,360,9,0
1.4.M:18,C(CNC(c1ccc(cc1)C(F)(F)F)=O)c1ccsc1,UNC10371990A,F5103-0146,PLATE 027_M_18,97,20,DENV-2 RdRp picogreen,180,361,9,0
1.4.N:18,COc1ccc(C(NCC2(CCCC2)c2cccs2)=O)c(c1)OC,UNC10371991A,F5222-0081,PLATE 027_N_18,97,20,DENV-2 RdRp picogreen,189,362,9,0
1.12.K:7,Cc1cc(C(NCC2Cc3ccccc3CO2)=O)c(C)o1,UNC10390960A,F6487-0217,PLATE 087_K_07,69,20,DENV-2 RdRp picogreen,750,363,9,0
1.5.N:14,COc1cc(cc(c1OC)OC)NC(C1=CC(C(=CO1)OCc1ccccc1)=O)=O,UNC10372247A,F5286-0126,PLATE 028_N_14,96,20,DENV-2 RdRp picogreen,254,364,9,0
1.5.N:16,CC(N1CCN(CC1)C(C1=CC(C(=CO1)OCc1ccc(cc1)F)=O)=O)=O,UNC10372279A,F5286-0386,PLATE 028_N_16,95,20,DENV-2 RdRp picogreen,307,365,9,0
1.2.A:17,C1CC(CN(C1)C(c1ccc(o1)[Br])=O)COc1ccncc1,UNC10383155A,F6680-9060,PLATE 062_A_17,68,20,DENV-2 RdRp picogreen,766,366,9,0
1.7.H:8,CC(C)OCc1ccc(C(N2CCC(CC2)c2ccc3cccnc3n2)=O)o1,UNC10413304A,F6764-1339,PLATE 157_H_08,70,20,DENV-2 RdRp picogreen,733,367,9,0
1.9.O:7,C(CNC(COc1cccc2ccc(nc12)N1CCN(CC1)C(c1ccco1)=O)=O)c1ccccc1,UNC10366120A,F2255-1253,PLATE 009_O_07,69,20,DENV-2 RdRp picogreen,734,368,9,0
1.5.M:19,C1CCC(CC1)c1ccc(cc1)S(N1CCN(CC1)C(c1ccco1)=O)(=O)=O,UNC10370409A,F3386-3299,PLATE 022_M_19,95,20,DENV-2 RdRp picogreen,282,369,9,0
1.1.O:4,COc1cccc(c1)S(N(CCc1cccs1)Cc1ccco1)(=O)=O,UNC10373048A,F5854-2781,PLATE 031_O_04,77,20,DENV-2 RdRp picogreen,607,370,9,0
1.13.E:20,C(C(N(Cc1ccoc1)Cc1cccs1)=O)c1cccs1,UNC10381927A,F6415-0822,PLATE 058_E_20,85,20,DENV-2 RdRp picogreen,491,371,9,0
1.1.C:6,C(CN(Cc1ccco1)C(NCc1cccc2ccccc12)=O)c1cccs1,UNC10373068A,F5854-2890,PLATE 031_C_06,66,20,DENV-2 RdRp picogreen,814,372,9,0
1.5.M:3,Cc1ccc(cc1)C1=CC(N(CC(N2CCN(CC2)c2ccccc2[Cl])=O)C=N1)=O,UNC10372070A,F5228-0206,PLATE 028_M_03,96,20,DENV-2 RdRp picogreen,249,374,10,0
1.5.M:5,COc1ccc(cc1)C1=CC(N(CC(NCc2ccccn2)=O)C=N1)=O,UNC10372102A,F5228-0401,PLATE 028_M_05,99,20,DENV-2 RdRp picogreen,55,375,10,0
1.5.M:7,COc1ccc(CCNC(CN2C=NC(=CC2=O)c2ccc(cc2)F)=O)cc1OC,UNC10372134A,F5228-0759,PLATE 028_M_07,99,20,DENV-2 RdRp picogreen,56,376,10,0
1.5.M:13,CC(C)C1=CC(N(CC(Nc2ccncc2)=O)C=N1)=O,UNC10372230A,F5228-2341,PLATE 028_M_13,100,20,DENV-2 RdRp picogreen,22,377,10,0
1.5.M:11,CCOc1ccccc1NC(CN1C=NC(C)=CC1=O)=O,UNC10372198A,F5228-2029,PLATE 028_M_11,99,20,DENV-2 RdRp picogreen,59,378,10,0
1.1.M:15,CC1=CC(N(CC(Nc2cc(cc(c2)F)F)=O)C(=N1)N1CCCCC1)=O,UNC10370985A,F3406-9686,PLATE 024_M_15,98,20,DENV-2 RdRp picogreen,79,379,10,0
1.1.M:17,CC1=CC(N(CC(Nc2ccc(c(c2)OC)OC)=O)C(=N1)N1CCOCC1)=O,UNC10371017A,F3406-9758,PLATE 024_M_17,98,20,DENV-2 RdRp picogreen,80,380,10,0
1.8.L:12,CC1=C(C)N=CN(CC(NCc2c(c3ccco3)nccn2)=O)C1=O,UNC10404119A,F6562-9443,PLATE 128_L_12,74,20,DENV-2 RdRp picogreen,658,381,10,0
1.1.M:6,COC1=CN(CC(Nc2ccc(cc2)OC(F)(F)F)=O)C(CSc2ccc(cc2)F)=CC1=O,UNC10368634A,F2850-0182,PLATE 017_M_06,73,20,DENV-2 RdRp picogreen,666,382,10,0
1.1.M:4,Cc1ccnc(n1)SCC1=CC(C(=CN1CC(NCc1ccccc1[Cl])=O)OC)=O,UNC10368602A,F2849-0135,PLATE 017_M_04,67,20,DENV-2 RdRp picogreen,780,383,10,0
1.1.M:10,COc1ccc(cc1)N1C=CN(CC(Nc2ccccc2F)=O)C(C1=O)=O,UNC10370905A,F3407-2386,PLATE 024_M_10,96,20,DENV-2 RdRp picogreen,223,384,10,0
1.1.M:8,C(C(Nc1ccccc1C(F)(F)F)=O)N1C=CN(C(C1=O)=O)c1cccc(c1)[Cl],UNC10370873A,F3407-2324,PLATE 024_M_08,94,20,DENV-2 RdRp picogreen,327,385,10,0
1.1.N:5,CCc1cccc(C)c1NC(CN1C=Cc2ccn(Cc3ccccc3)c2C1=O)=O,UNC10370826A,F3407-5083,PLATE 024_N_05,96,20,DENV-2 RdRp picogreen,226,386,10,0
1.5.N:16,Cc1cccc(c1)NC(CN1C(c2ccc(cc2)F)=NC2CN(CCC=2C1=O)Cc1ccccc1)=O,UNC10370362A,F3398-4069,PLATE 022_N_16,95,20,DENV-2 RdRp picogreen,292,387,10,0
1.1.N:7,C1CN(CCN1CCN1C(c2cccc3cccc(C1=O)c23)=O)CC(Nc1ccccc1)=O,UNC10370858A,F3408-0018,PLATE 024_N_07,96,20,DENV-2 RdRp picogreen,228,388,10,0
1.1.M:14,COc1cccc(CC(Nc2ccc(Cn3cc(C(Nc4ccc(c(c4)F)F)=O)nc3)cc2)=O)c1,UNC10370969A,F3407-3342,PLATE 024_M_14,98,20,DENV-2 RdRp picogreen,78,389,10,0
1.1.M:12,COc1ccccc1NC(c1cn(Cc2ccc(cc2)NC(C2CCCCC2)=O)cn1)=O,UNC10370937A,F3407-3026,PLATE 024_M_12,97,20,DENV-2 RdRp picogreen,141,390,10,0
1.1.M:19,C(c1ccc(cc1)F)NC(c1cn(cn1)c1cc(ncn1)N1CCOCC1)=O,UNC10371049A,F3406-9854,PLATE 024_M_19,98,20,DENV-2 RdRp picogreen,82,391,10,0
1.5.N:12,COc1ccccc1NC(CSc1nccn1c1ccc(cc1)C(NCc1ccco1)=O)=O,UNC10370298A,F3398-3582,PLATE 022_N_12,95,20,DENV-2 RdRp picogreen,288,392,10,0
1.5.N:14,CCCCNC(c1ccc(cc1)n1ccnc1SCC(Nc1cc(ccc1F)F)=O)=O,UNC10370330A,F3398-3794,PLATE 022_N_14,95,20,DENV-2 RdRp picogreen,290,393,10,0
1.4.M:11,Cc1cc(C)cc(c1)C(N1CCN(CC1)c1nccn1c1ccccc1F)=O,UNC10371878A,F5095-0619,PLATE 027_M_11,98,20,DENV-2 RdRp picogreen,117,394,10,0
1.4.M:13,CCOc1ccccc1NC(CN1CCN(CC1)c1nccn1c1ccccc1F)=O,UNC10371910A,F5096-0443,PLATE 027_M_13,98,20,DENV-2 RdRp picogreen,118,395,10,0
1.4.M:9,CCOc1cc(cc(c1OCC)OCC)C(N1CCN(CC1)c1nccn1C)=O,UNC10371846A,F5095-0048,PLATE 027_M_09,97,20,DENV-2 RdRp picogreen,173,396,10,0
1.3.M:22,CCOc1ccc(cc1)NC(CCn1c(C)c(C)c(C)n1)=O,UNC10369822A,F3316-0026,PLATE 020_M_22,81,20,DENV-2 RdRp picogreen,549,398,11,0
1.3.N:13,CCOc1cn(c2ccc(cc2)F)nc1C(NCC1CCCO1)=O,UNC10371593A,F5069-0177,PLATE 026_N_13,98,20,DENV-2 RdRp picogreen,115,399,11,0
1.3.N:15,CCCOc1cn(c2ccc(cc2)F)nc1C(NCc1c(cccc1F)F)=O,UNC10371624A,F5069-0407,PLATE 026_N_15,97,20,DENV-2 RdRp picogreen,168,400,11,0
1.10.O:12,C1CCOC(C1)Cn1cc(cn1)NC(c1ccc(cc1)n1cccc1)=O,UNC10390404A,F6448-0005,PLATE 085_O_12,71,20,DENV-2 RdRp picogreen,706,401,11,0
1.6.A:14,C1CN(CC1NC(c1ccc(cc1)n1cccc1)=O)c1nccs1,UNC10374793A,F6445-1536,PLATE 036_A_14,98,20,DENV-2 RdRp picogreen,125,402,11,0
1.4.J:20,Cc1nc(cs1)c1ccccc1NC(c1ccc(cc1)n1cccc1)=O,UNC10402965A,F6469-0926,PLATE 124_J_20,90,20,DENV-2 RdRp picogreen,407,403,11,0
1.1.M:17,C(CNC(c1ccc(cc1)n1cccc1)=O)Cn1cccc1,UNC10401960A,F5937-0005,PLATE 121_M_17,93,20,DENV-2 RdRp picogreen,354,404,11,0
1.1.M:9,COc1cccc(c1)N1CCN(CC1)C(c1ccc(nc1)n1cccn1)=O,UNC10370889A,F3406-8164,PLATE 024_M_09,95,20,DENV-2 RdRp picogreen,295,405,11,0
1.2.M:9,CCOc1ccccc1C(NC1=CC(=CN(C)C1=O)C(N1CCCCCC1)=O)=O,UNC10368994A,F2947-1117,PLATE 018_M_09,72,20,DENV-2 RdRp picogreen,680,406,11,0
1.8.A:18,C1CN(CCC1Oc1ccccn1)C(c1ccc(cc1)n1cccc1)=O,UNC10389846A,F6359-0005,PLATE 083_A_18,72,20,DENV-2 RdRp picogreen,686,407,11,0
1.6.C:3,C1CN(CCC1S(c1ccccc1)(=O)=O)C(c1ccc(cc1)n1cccc1)=O,UNC10374619A,F6441-2425,PLATE 036_C_03,70,20,DENV-2 RdRp picogreen,715,408,11,0
1.5.M:10,Cc1ccc(cc1)n1c(CN2CCN(CC2)C(C(C)(C)C)=O)nnn1,UNC10372182A,F5250-0682,PLATE 028_M_10,99,20,DENV-2 RdRp picogreen,58,410,12,0
1.5.M:12,CC(N1CCN(CC1)Cc1nnnn1c1ccc(cc1)OC)=O,UNC10372214A,F5250-1015,PLATE 028_M_12,99,20,DENV-2 RdRp picogreen,60,411,12,0
1.5.M:16,C1CN(CCN1Cc1nnnn1c1ccc(c(c1)F)F)C(Nc1ccc(cc1)F)=O,UNC10372278A,F5252-0249,PLATE 028_M_16,99,20,DENV-2 RdRp picogreen,63,412,12,0
1.5.M:14,Cc1ccc(cc1)n1c(CN2CCN(CC2)S(c2ccccc2F)(=O)=O)nnn1,UNC10372246A,F5251-0173,PLATE 028_M_14,99,20,DENV-2 RdRp picogreen,61,413,12,0
1.5.N:22,COc1ccccc1CNC(c1cn(c2cccc(c2)F)nn1)=O,UNC10370458A,F3398-4773,PLATE 022_N_22,95,20,DENV-2 RdRp picogreen,294,415,13,0
1.4.M:13,CC(C)c1c(C(NCc2ccccc2OC)=O)nnn1c1ccccc1,UNC10369998A,F3375-2655,PLATE 021_M_13,96,20,DENV-2 RdRp picogreen,208,416,13,0
1.4.M:9,Cc1ccccc1n1c(C)c(C(NCc2ccccc2[Cl])=O)nn1,UNC10369934A,F3375-1007,PLATE 021_M_09,95,20,DENV-2 RdRp picogreen,269,417,13,0
1.3.M:10,Cc1cccc(c1)NC(c1c(C)n(c2cc(C)ccc2[Cl])nn1)=O,UNC10369635A,F3296-0313,PLATE 020_M_10,91,20,DENV-2 RdRp picogreen,377,418,13,0
1.3.M:12,Cc1ccc(cc1n1c(C)c(C(Nc2cccc(c2)OC)=O)nn1)[Cl],UNC10369666A,F3296-0551,PLATE 020_M_12,88,20,DENV-2 RdRp picogreen,428,419,13,0
1.1.M:3,C1CN(CCC1NC(c1ccccc1[Cl])=O)C(c1cn(c2ccc(cc2)F)nn1)=O,UNC10370793A,F3406-7752,PLATE 024_M_03,94,20,DENV-2 RdRp picogreen,325,420,13,0
1.1.M:3,CC(CCc1ccccc1)NC(c1cn(C)nn1)=O,UNC10373030A,F5791-3513,PLATE 031_M_03,65,20,DENV-2 RdRp picogreen,843,421,13,0
1.2.E:5,C(c1cn(Cc2cccc(c2)F)nn1)NC(c1cccs1)=O,UNC10378167A,F6660-5280,PLATE 047_E_05,72,20,DENV-2 RdRp picogreen,681,422,13,0
1.10.H:21,COc1ccc(Cn2cc(CNC(c3cccs3)=O)nn2)cc1,UNC10404895A,F6660-5279,PLATE 130_H_21,71,20,DENV-2 RdRp picogreen,710,423,13,0
1.1.N:20,Cc1c(C(=O)OCc2c(C)oc(c3ccccc3)n2)nnn1c1ccccc1[Br],UNC10371065A,F3411-7133,PLATE 024_N_20,97,20,DENV-2 RdRp picogreen,150,424,13,0
1.9.H:20,COc1ccccc1NC(Cn1cc(C2CC2)nn1)=O,UNC10404559A,F6617-3623,PLATE 129_H_20,70,20,DENV-2 RdRp picogreen,728,425,13,0
1.5.N:7,Cc1nc(c2ccc(cc2)NC(CCc2ccc(cc2)OC)=O)on1,UNC10388723A,F5882-5120,PLATE 080_N_07,82,20,DENV-2 RdRp picogreen,542,427,14,0
1.7.C:12,C1CCC(CC1)(c1nc(C2CC2)no1)NC(NCc1ccccc1)=O,UNC10389432A,F6240-4842,PLATE 082_C_12,67,20,DENV-2 RdRp picogreen,800,428,14,0
1.12.M:12,C1CC(Cc2nc(c3ccccc3F)no2)CN(C1)C(Nc1cccs1)=O,UNC10391042A,F6497-0290,PLATE 087_M_12,100,20,DENV-2 RdRp picogreen,31,429,14,0
1.1.E:16,C(c1ccccc1)c1nc(C2CN(C2)C(Nc2cccs2)=O)on1,UNC10401936A,F6036-1966,PLATE 121_E_16,84,20,DENV-2 RdRp picogreen,514,430,14,0
1.8.B:17,C(c1ccccc1NC(Cn1cnc2ccccc12)=O)c1nc(c2ccco2)no1,UNC10389831A,F6372-1799,PLATE 083_B_17,96,20,DENV-2 RdRp picogreen,261,431,14,0
1.8.J:17,C(c1ccccc1NC(c1ccoc1)=O)c1nc(c2ccco2)no1,UNC10389839A,F6372-2043,PLATE 083_J_17,88,20,DENV-2 RdRp picogreen,443,432,14,0
1.8.F:17,C(c1ccccc1NC(Cc1cccs1)=O)c1nc(c2ccco2)no1,UNC10389835A,F6372-1948,PLATE 083_F_17,84,20,DENV-2 RdRp picogreen,507,433,14,0
1.5.E:3,C1CC1C(Nc1ccccc1Cc1nc(c2ccco2)no1)=O,UNC10374301A,F6372-1852,PLATE 035_E_03,74,20,DENV-2 RdRp picogreen,646,434,14,0
1.8.L:15,C1CCC(C1)(C(Nc1ccccc1Cc1nc(c2cccnc2)no1)=O)c1cccs1,UNC10389809A,F6372-1062,PLATE 083_L_15,69,20,DENV-2 RdRp picogreen,749,435,14,0
1.8.J:15,C(c1ccccc1NC(c1ccc(cc1)n1cccc1)=O)c1nc(c2cccnc2)no1,UNC10389807A,F6372-0834,PLATE 083_J_15,92,20,DENV-2 RdRp picogreen,369,436,14,0
1.1.E:20,C1C(CN1C(Cn1ccc2ccccc12)=O)c1nc(c2cccs2)no1,UNC10402000A,F6064-1607,PLATE 121_E_20,71,20,DENV-2 RdRp picogreen,711,437,14,0
1.4.N:11,CC(C)Cc1ccc(cc1)S(Cc1nc(c2ccc(cc2)[Cl])no1)(=O)=O,UNC10369967A,F3382-7250,PLATE 021_N_11,89,20,DENV-2 RdRp picogreen,416,438,14,0
1.5.N:10,CCCN1C=C(C(c2cc(C)ccc12)=O)c1nc(c2ccccc2[Cl])no1,UNC10370266A,F3398-3230,PLATE 022_N_10,98,20,DENV-2 RdRp picogreen,77,439,14,0
1.1.M:20,Cc1ccc2C(C(=CN(Cc3ccc(cc3)F)c2n1)c1nc(c2ccc(cc2)[Cl])no1)=O,UNC10371064A,F3407-4076,PLATE 024_M_20,92,20,DENV-2 RdRp picogreen,365,440,14,0
1.3.I:22,C(C#N)n1cccc1c1nc(c2cccc(c2)[Cl])no1,UNC10402676A,F6411-2770,PLATE 123_I_22,84,20,DENV-2 RdRp picogreen,512,441,14,0
1.4.N:3,COc1ccc(cc1OC)C1C=CC(N(Cc2nc(c3ccccc3[Cl])no2)N=1)=O,UNC10369839A,F3382-5306,PLATE 021_N_03,94,20,DENV-2 RdRp picogreen,320,442,14,0
1.4.N:19,Cc1ccc(cc1C)c1nc(c2cn[nH]c2c2cccc(c2)OC)on1,UNC10370091A,F3382-8263,PLATE 021_N_19,84,20,DENV-2 RdRp picogreen,497,443,14,0
1.4.N:9,C(c1nc(c2cccc(c2)C(F)(F)F)no1)N1C(COc2cc(ccc12)[Cl])=O,UNC10369935A,F3382-7082,PLATE 021_N_09,87,20,DENV-2 RdRp picogreen,453,444,14,0
1.10.G:12,CC1Cc2ccccc2N1CC1=CC(C(=CO1)OCc1ccc(cc1)C(=O)OC)=O,UNC10105438A,F2617-1586,PLATE 070_G_12,67,20,DENV-2 RdRp picogreen,798,446,15,0
1.4.M:6,C1CN(C(c2cccs2)=O)c2cc(ccc12)NC(c1cccc(c1)C(F)(F)F)=O,UNC10371798A,F5098-0031,PLATE 027_M_06,97,20,DENV-2 RdRp picogreen,170,447,15,0
1.4.M:8,CC(C)(C)C(N1CCc2ccc(cc12)NC(COc1ccc(cc1)[Cl])=O)=O,UNC10371830A,F5098-0372,PLATE 027_M_08,97,20,DENV-2 RdRp picogreen,172,448,15,0
1.4.M:12,CC(C)Oc1ccc(cc1)C(Nc1ccc2CCN(C(C)=O)c2c1)=O,UNC10371894A,F5098-0972,PLATE 027_M_12,97,20,DENV-2 RdRp picogreen,175,449,15,0
1.2.O:4,C1CN(C(C2CC2)=O)c2cc(ccc12)NC(c1ccccc1F)=O,UNC10387716A,F5098-0880,PLATE 077_O_04,73,20,DENV-2 RdRp picogreen,672,450,15,0
1.4.M:10,C1CC(C(N2CCc3ccc(cc23)NC(C2CC2)=O)=O)OC1,UNC10371862A,F5098-0642,PLATE 027_M_10,97,20,DENV-2 RdRp picogreen,174,451,15,0
1.2.K:4,COc1ccc(C(Nc2ccc3CCN(C(C4CCCO4)=O)c3c2)=O)c(c1OC)OC,UNC10387712A,F5098-0663,PLATE 077_K_04,80,20,DENV-2 RdRp picogreen,566,452,15,0
1.2.K:21,C1CCC(C1)C(N1CCc2ccc(cc12)NC(Cc1cccs1)=O)=O,UNC10387984A,F5098-0161,PLATE 077_K_21,72,20,DENV-2 RdRp picogreen,683,453,15,0
1.3.O:22,C1CN(C(Cc2csc(Nc3ccc(cc3)F)n2)=O)c2ccccc12,UNC10388324A,F5382-0587,PLATE 078_O_22,78,20,DENV-2 RdRp picogreen,593,454,15,0
1.3.N:11,Cc1cc(NC(c2ccc(cc2)S(N2CCCc3ccccc23)(=O)=O)=O)n(C)n1,UNC10371561A,F5066-0046,PLATE 026_N_11,98,20,DENV-2 RdRp picogreen,113,455,15,0
1.5.N:22,C1CN(c2ccccc12)S(c1ccc(cc1)NC(c1ccc(o1)[Br])=O)(=O)=O,UNC10384193A,F1443-0292,PLATE 065_N_22,68,20,DENV-2 RdRp picogreen,767,456,15,0
1.1.A:21,Cc1ccc(cc1)S(N1CCCc2cc(ccc12)NC(c1ccco1)=O)(=O)=O,UNC10368542A,F2770-0070,PLATE 016_A_21,68,20,DENV-2 RdRp picogreen,776,457,15,0
1.11.G:5,CC(C)C(N1CCc2ccc(cc2C1)NC(c1cccc(c1)OC)=O)=O,UNC10366720A,F2416-0342,PLATE 011_G_05,96,20,DENV-2 RdRp picogreen,206,458,15,0
1.11.E:5,CC(C)C(N1CCc2ccc(cc2C1)NC(c1ccccc1F)=O)=O,UNC10366718A,F2416-0315,PLATE 011_E_05,91,20,DENV-2 RdRp picogreen,376,459,15,0
1.11.K:5,CC(C)C(N1CCc2ccc(cc2C1)NC(COc1ccccc1F)=O)=O,UNC10366724A,F2416-0383,PLATE 011_K_05,90,20,DENV-2 RdRp picogreen,392,460,15,0
1.9.I:13,C1CN(Cc2cc(ccc12)NC(c1ccco1)=O)C(c1cccs1)=O,UNC10385319A,F2416-0599,PLATE 069_I_13,93,20,DENV-2 RdRp picogreen,350,461,15,0
1.6.O:7,C1CN(CC#CCNC(c2ccco2)=O)Cc2ccccc12,UNC10412975A,F6244-2960,PLATE 156_O_07,93,20,DENV-2 RdRp picogreen,356,462,15,0
1.3.B:7,C1CN(Cc2ccccc12)Cc1csc(NC(c2ccco2)=O)n1,UNC10388071A,F5450-0409,PLATE 078_B_07,69,20,DENV-2 RdRp picogreen,746,463,15,0
1.4.K:22,C1CN(Cc2ccccc2F)C(c2cccc(c12)OCC(NCc1ccco1)=O)=O,UNC10383877A,F0556-0543,PLATE 064_K_22,71,20,DENV-2 RdRp picogreen,703,464,15,0
1.1.N:12,C1CN(Cc2ccc(cc2)[Cl])C(c2cccc(c12)OCC(NCc1ccco1)=O)=O,UNC10363680A,F0556-0472,PLATE 001_N_12,70,20,DENV-2 RdRp picogreen,712,465,15,0
1.5.N:7,CC(C)(C)c1ccc(cc1)S(Nc1ccc2c(c1)OCO2)(=O)=O,UNC10370218A,F3394-0811,PLATE 022_N_07,97,20,DENV-2 RdRp picogreen,137,466,15,0
1.5.N:5,C1COc2cc(ccc2O1)NS(c1cccc(c1)F)(=O)=O,UNC10370187A,F3394-0261,PLATE 022_N_05,96,20,DENV-2 RdRp picogreen,220,467,15,0
1.4.M:14,Cc1cc(ccc1S(Nc1ccc2CCN(C(C(C)(C)C)=O)c2c1)(=O)=O)F,UNC10371926A,F5099-0333,PLATE 027_M_14,97,20,DENV-2 RdRp picogreen,176,468,15,0
1.4.M:16,COc1ccc(cc1[Cl])S(Nc1ccc2CCN(C(C3CC3)=O)c2c1)(=O)=O,UNC10371958A,F5099-0715,PLATE 027_M_16,97,20,DENV-2 RdRp picogreen,178,469,15,0
1.9.E:17,CC(C)C(N1CCc2ccc(cc2C1)NS(c1cc(ccc1C)[Cl])(=O)=O)=O,UNC10385379A,F2417-0272,PLATE 069_E_17,87,20,DENV-2 RdRp picogreen,460,470,15,0
1.11.I:13,CC(C)C(N1CCc2ccc(cc2C1)NS(c1ccccc1F)(=O)=O)=O,UNC10366850A,F2417-0212,PLATE 011_I_13,68,20,DENV-2 RdRp picogreen,759,471,15,0
1.9.K:13,C1CN(CC12CC(c1ccccc1O2)=O)C(c1ccsc1)=O,UNC10390096A,F6435-3298,PLATE 084_K_13,72,20,DENV-2 RdRp picogreen,687,473,16,0
1.3.M:18,C1CN(CCC12C(N(CCOc1ccccc1)C(N2)=O)=O)C(Nc1cccc(c1)F)=O,UNC10371671A,F5048-0255,PLATE 026_M_18,99,20,DENV-2 RdRp picogreen,46,475,17,0
