row_names,smiles,SUBSTANCE_ID,SUBSTANCE_LOT_ID,SAMPLE_SBMSN_ID,RESULT,SMP_CONC,ASSAY_NAME,CO,ord,cl,if
1.6.H:13,C(c1ccc(c2ccco2)o1)NC(c1cccc(c1)[Br])=O,UNC10403491A,F6516-0667,PLATE 126_H_13,67,20,DENV-2 RdRp picogreen,808,197,5,0
1.13.I:8,C(c1ccc(c2ccco2)o1)NC(c1cccc(C#N)c1)=O,UNC10391294A,F6516-0556,PLATE 088_I_08,72,20,DENV-2 RdRp picogreen,690,198,5,0
1.14.J:3,C(c1cc(cs1)c1ccco1)NC(c1c(cccc1[Cl])F)=O,UNC10391535A,F6522-0096,PLATE 089_J_03,82,20,DENV-2 RdRp picogreen,544,199,5,0
1.13.C:16,C(c1ccc(c2ccoc2)o1)NC(c1c(cccc1[Cl])F)=O,UNC10391416A,F6516-1647,PLATE 088_C_16,69,20,DENV-2 RdRp picogreen,752,200,5,0
1.13.C:12,C(c1ccc(c2ccsc2)o1)NC(c1ccccc1[Cl])=O,UNC10391352A,F6516-1092,PLATE 088_C_12,68,20,DENV-2 RdRp picogreen,774,201,5,0
1.7.A:10,COc1ccc(c(c1)C(NCc1cc(cs1)c1ccco1)=O)[Br],UNC10403756A,F6522-0184,PLATE 127_A_10,82,20,DENV-2 RdRp picogreen,545,202,5,0
1.13.M:6,COc1ccc(c(c1)C(NCc1ccc(c2cccs2)o1)=O)[Br],UNC10391266A,F6516-0184,PLATE 088_M_06,75,20,DENV-2 RdRp picogreen,636,203,5,0
1.10.N:8,COc1ccc(cc1F)C(NCc1cc(cs1)c1ccco1)=O,UNC10375990A,F6522-0213,PLATE 040_N_08,74,20,DENV-2 RdRp picogreen,647,204,5,0
1.6.J:17,COc1ccc(cc1F)C(NCc1ccc(c2ccoc2)o1)=O,UNC10403557A,F6516-1764,PLATE 126_J_17,74,20,DENV-2 RdRp picogreen,659,205,5,0
1.6.B:19,C(CNC(NCc1ccc(c2ccoc2)o1)=O)c1ccccc1,UNC10403581A,F6516-2036,PLATE 126_B_19,93,20,DENV-2 RdRp picogreen,353,206,5,0
1.13.C:18,CC(C)(C)NC(NCc1ccc(c2ccoc2)o1)=O,UNC10391448A,F6516-2023,PLATE 088_C_18,65,20,DENV-2 RdRp picogreen,863,207,5,0
1.14.L:5,C(COc1ccccc1)NC(NCc1cc(cs1)c1ccco1)=O,UNC10391569A,F6522-0501,PLATE 089_L_05,92,20,DENV-2 RdRp picogreen,372,208,5,0
1.14.J:5,C(c1ccc(cc1)F)NC(NCc1cc(cs1)c1ccco1)=O,UNC10391567A,F6522-0491,PLATE 089_J_05,88,20,DENV-2 RdRp picogreen,445,209,5,0
1.13.A:16,C(c1ccc(c2ccoc2)o1)NC(COc1ccc(cc1)F)=O,UNC10391414A,F6516-1641,PLATE 088_A_16,89,20,DENV-2 RdRp picogreen,425,210,5,0
1.9.N:13,Cc1ccccc1OCC(NCc1ccc(c2ccoc2)o1)=O,UNC10375750A,F6516-1631,PLATE 039_N_13,68,20,DENV-2 RdRp picogreen,761,211,5,0
1.6.N:15,C(c1ccc(c2ccoc2)o1)NC(COCc1ccccc1)=O,UNC10413102A,F6516-1782,PLATE 156_N_15,78,20,DENV-2 RdRp picogreen,601,212,5,0
1.13.E:14,C(c1ccc(c2ccsc2)o1)NC(COCc1ccccc1)=O,UNC10391386A,F6516-1265,PLATE 088_E_14,65,20,DENV-2 RdRp picogreen,864,213,5,0
1.13.O:8,CC(C)c1ccc(cc1)OCC(NCc1ccc(c2ccco2)o1)=O,UNC10391300A,F6516-0662,PLATE 088_O_08,74,20,DENV-2 RdRp picogreen,653,214,5,0
1.13.C:10,CC(C)(C(NCc1ccc(c2ccco2)o1)=O)Oc1ccc(cc1)[Cl],UNC10391320A,F6516-0691,PLATE 088_C_10,73,20,DENV-2 RdRp picogreen,675,215,5,0
1.14.N:3,C(C(NCc1cc(cs1)c1ccco1)=O)c1cccc2ccccc12,UNC10391539A,F6522-0126,PLATE 089_N_03,94,20,DENV-2 RdRp picogreen,334,216,5,0
1.15.G:13,COc1ccccc1C1(CC1)C(NCc1cc(cs1)c1ccco1)=O,UNC10382457A,F6522-0197,PLATE 060_G_13,90,20,DENV-2 RdRp picogreen,400,217,5,0
1.14.D:5,C(Cc1ccccc1[Br])C(NCc1cc(cs1)c1ccco1)=O,UNC10391561A,F6522-0217,PLATE 089_D_05,75,20,DENV-2 RdRp picogreen,638,218,5,0
1.13.E:16,CCOc1ccc(CC(NCc2ccc(c3ccoc3)o2)=O)cc1,UNC10391418A,F6516-1658,PLATE 088_E_16,74,20,DENV-2 RdRp picogreen,651,219,5,0
1.13.M:14,CCC(C(NCc1ccc(c2ccoc2)o1)=O)c1ccccc1,UNC10391394A,F6516-1623,PLATE 088_M_14,71,20,DENV-2 RdRp picogreen,708,220,5,0
1.13.M:12,C1CCC(C1)(C(NCc1ccc(c2ccsc2)o1)=O)c1cccs1,UNC10391362A,F6516-1182,PLATE 088_M_12,69,20,DENV-2 RdRp picogreen,753,221,5,0
1.13.A:6,C1CC(C1)C(NCc1ccc(c2cccs2)o1)=O,UNC10391254A,F6516-0008,PLATE 088_A_06,70,20,DENV-2 RdRp picogreen,724,222,5,0
1.7.K:8,CN1C=CC=C(C(NCc2cc(cs2)c2ccco2)=O)C1=O,UNC10403734A,F6522-0052,PLATE 127_K_08,67,20,DENV-2 RdRp picogreen,806,223,5,0
1.13.N:3,C(C(NCC(c1ccc(c2cccs2)o1)O)=O)c1cccc2ccccc12,UNC10391219A,F6517-0642,PLATE 088_N_03,91,20,DENV-2 RdRp picogreen,387,224,5,0
1.13.B:11,C(C(NCC(c1ccc(cc1)c1ccco1)O)=O)c1cccc2ccccc12,UNC10391335A,F6517-3736,PLATE 088_B_11,65,20,DENV-2 RdRp picogreen,862,225,5,0
1.13.M:22,C(C(c1ccc(c2ccco2)o1)O)NC(c1cccs1)=O,UNC10391522A,F6517-0021,PLATE 088_M_22,84,20,DENV-2 RdRp picogreen,509,226,5,0
1.13.L:3,COC(c1ccc(cc1)C(NCC(c1ccc(c2cccs2)o1)O)=O)=O,UNC10391217A,F6517-0618,PLATE 088_L_03,73,20,DENV-2 RdRp picogreen,677,227,5,0
1.13.D:3,C(C(c1ccc(c2ccco2)o1)O)NC(c1ccccc1[Br])=O,UNC10391209A,F6517-0152,PLATE 088_D_03,72,20,DENV-2 RdRp picogreen,689,228,5,0
1.13.O:22,Cc1cccc(CC(NCC(c2ccc(c3ccco3)o2)O)=O)c1,UNC10391524A,F6517-0047,PLATE 088_O_22,75,20,DENV-2 RdRp picogreen,637,229,5,0
1.6.H:4,C(C(c1ccc(c2ccco2)s1)O)NC(c1cc(cnc1)[Br])=O,UNC10403347A,F6517-1705,PLATE 126_H_04,69,20,DENV-2 RdRp picogreen,755,230,5,0
1.13.P:5,Cc1ccccc1NC(NCC(c1ccc(c2ccco2)s1)O)=O,UNC10391253A,F6517-2026,PLATE 088_P_05,72,20,DENV-2 RdRp picogreen,692,231,5,0
1.13.B:3,C(C(c1ccc(c2ccco2)o1)O)NC(CSc1ccc(cc1)F)=O,UNC10391207A,F6517-0125,PLATE 088_B_03,77,20,DENV-2 RdRp picogreen,611,232,5,0
1.1.I:3,CC(CNC(CSc1ccc(cc1)F)=O)(c1ccco1)O,UNC10401732A,F5857-9159,PLATE 121_I_03,74,20,DENV-2 RdRp picogreen,661,233,5,0
1.13.F:9,CC(C)(C(NCC(c1cc(cs1)c1ccco1)O)=O)Oc1ccc(cc1)[Cl],UNC10391307A,F6517-3268,PLATE 088_F_09,67,20,DENV-2 RdRp picogreen,803,234,5,0
1.13.F:7,Cc1cc(C(NCC(c2ccc(c3cccs3)s2)O)=O)c(C)o1,UNC10391275A,F6517-2096,PLATE 088_F_07,87,20,DENV-2 RdRp picogreen,466,235,5,0
1.6.L:21,C(C(c1ccc(c2ccco2)o1)O)NC(c1ccoc1)=O,UNC10403623A,F6517-0204,PLATE 126_L_21,67,20,DENV-2 RdRp picogreen,807,236,5,0
1.13.O:7,Cc1cc(C(NCC(c2ccsc2)c2ccco2)=O)c(C)o1,UNC10381729A,F6192-1028,PLATE 058_O_07,65,20,DENV-2 RdRp picogreen,847,237,5,0
1.12.L:3,Cc1cc(C(NCC(c2ccoc2)(c2cccs2)O)=O)c(C)o1,UNC10390897A,F6506-1664,PLATE 087_L_03,65,20,DENV-2 RdRp picogreen,861,238,5,0
1.8.N:19,C(C(c1ccsc1)(c1ccco1)O)NC(c1ccccc1[Cl])=O,UNC10375526A,F6506-0574,PLATE 038_N_19,71,20,DENV-2 RdRp picogreen,698,239,5,0
1.6.N:13,C(C(c1ccsc1)c1ccco1)NC(c1cccc2ccccc12)=O,UNC10389139A,F6192-1089,PLATE 081_N_13,65,20,DENV-2 RdRp picogreen,859,240,5,0
1.10.F:3,COc1ccc(CCNC(NCCc2ccc(c3ccoc3)s2)=O)cc1,UNC10375902A,F6520-2051,PLATE 040_F_03,79,20,DENV-2 RdRp picogreen,578,241,5,0
1.10.D:3,C(Cc1cccc(c1)[Cl])C(NCCc1ccc(c2ccoc2)s1)=O,UNC10375900A,F6520-1760,PLATE 040_D_03,67,20,DENV-2 RdRp picogreen,790,242,5,0
1.10.B:3,C(CNC(c1ccoc1)=O)c1ccc(c2ccoc2)s1,UNC10375898A,F6520-1752,PLATE 040_B_03,75,20,DENV-2 RdRp picogreen,627,243,5,0
1.14.G:15,C(CNC(c1ccsc1)=O)c1ccc(c2ccoc2)s1,UNC10391724A,F6520-1570,PLATE 089_G_15,70,20,DENV-2 RdRp picogreen,725,244,5,0
1.13.G:7,C(Cc1ccccc1)C(NCC(c1ccco1)c1cccs1)=O,UNC10381721A,F6192-0547,PLATE 058_G_07,71,20,DENV-2 RdRp picogreen,701,245,5,0
1.12.A:20,Cc1cc(C(NCCn2ccc(c3ccsc3)n2)=O)c(C)o1,UNC10391158A,F6502-7644,PLATE 087_A_20,80,20,DENV-2 RdRp picogreen,569,246,5,0
1.14.C:17,Cc1cc(C(NCCc2ccc(c3cnn(C)c3)s2)=O)c(C)o1,UNC10391752A,F6520-5188,PLATE 089_C_17,74,20,DENV-2 RdRp picogreen,654,247,5,0
1.5.C:5,Cc1cc(C(N2CC(C2)n2cc(c3ccccc3)nn2)=O)c(C)o1,UNC10403038A,F6471-0522,PLATE 125_C_05,70,20,DENV-2 RdRp picogreen,731,248,5,0
1.14.F:5,C(c1cc(cs1)c1ccco1)NC(c1cccc2c1OCCO2)=O,UNC10391563A,F6522-0233,PLATE 089_F_05,98,20,DENV-2 RdRp picogreen,132,249,5,0
1.14.L:3,C(c1cc(cs1)c1ccco1)NC(C1COc2ccccc2O1)=O,UNC10391537A,F6522-0103,PLATE 089_L_03,78,20,DENV-2 RdRp picogreen,598,250,5,0
1.8.J:17,C(c1cc(cnc1)c1ccco1)NC(C1COc2ccccc2O1)=O,UNC10404197A,F6561-1218,PLATE 128_J_17,68,20,DENV-2 RdRp picogreen,777,251,5,0
1.13.G:16,COc1cccc2cc(C(NCc3ccc(c4ccoc4)o3)=O)oc12,UNC10391420A,F6516-1691,PLATE 088_G_16,95,20,DENV-2 RdRp picogreen,309,252,5,0
1.14.H:3,C(c1cc(cs1)c1ccco1)NC(c1cc2ccccc2o1)=O,UNC10391533A,F6522-0067,PLATE 089_H_03,90,20,DENV-2 RdRp picogreen,404,253,5,0
1.13.A:14,C(c1ccc(c2ccsc2)o1)NC(c1cc2ccccc2s1)=O,UNC10391382A,F6516-1248,PLATE 088_A_14,69,20,DENV-2 RdRp picogreen,751,254,5,0
1.13.G:6,C(c1ccc(c2cccs2)o1)NC(c1cc2ccccc2o1)=O,UNC10391260A,F6516-0067,PLATE 088_G_06,74,20,DENV-2 RdRp picogreen,652,255,5,0
1.13.O:20,Cn1c(ccn1)c1ccc(CNC(c2cc3ccccc3s2)=O)o1,UNC10391492A,F6516-4348,PLATE 088_O_20,83,20,DENV-2 RdRp picogreen,528,256,5,0
1.6.G:5,COc1cccc2cc(C(NCC(c3ccco3)c3cccs3)=O)oc12,UNC10412935A,F6192-0645,PLATE 156_G_05,92,20,DENV-2 RdRp picogreen,374,257,5,0
1.8.D:12,COc1cccc2cc(C(NCc3c(c4ccco4)nccn3)=O)oc12,UNC10404111A,F6562-9277,PLATE 128_D_12,94,20,DENV-2 RdRp picogreen,335,258,5,0
1.11.P:10,C(c1ccc(c2ccco2)nc1)NC(c1cc2ccccc2o1)=O,UNC10390693A,F6482-6346,PLATE 086_P_10,91,20,DENV-2 RdRp picogreen,385,259,5,0
1.8.B:12,C(c1c(c2ccco2)nccn1)NC(C1=CC(c2ccccc2O1)=O)=O,UNC10404109A,F6562-9275,PLATE 128_B_12,91,20,DENV-2 RdRp picogreen,389,260,5,0
1.12.L:19,C(c1ccc(c2ccoc2)nc1)NC(C1=CC(c2ccccc2O1)=O)=O,UNC10376803A,F6560-7430,PLATE 042_L_19,69,20,DENV-2 RdRp picogreen,740,261,5,0
1.10.A:15,Cn1cc(cn1)c1ccc(CCNC(C2=CC(c3ccccc3O2)=O)=O)cc1,UNC10376089A,F6518-5718,PLATE 040_A_15,67,20,DENV-2 RdRp picogreen,789,262,5,0
1.6.D:13,C1C2CC3CC1CC(C2)(C3)C(NCc1ccc(c2ccco2)o1)=O,UNC10403487A,F6516-0625,PLATE 126_D_13,78,20,DENV-2 RdRp picogreen,600,263,5,0
1.6.D:12,C1C2CC3CC1CC(C2)(C3)C(NCc1cc(cnc1)c1ccco1)=O,UNC10413044A,F6561-1223,PLATE 156_D_12,78,20,DENV-2 RdRp picogreen,602,264,5,0
1.11.B:12,C1C2CC3CC1CC(C2)(C3)C(NCc1ccc(c2ccco2)nc1)=O,UNC10390711A,F6482-6378,PLATE 086_B_12,68,20,DENV-2 RdRp picogreen,773,265,5,0
1.4.N:21,COCC(N1CCN(CC1)C1=NN=C(CS1)c1cccs1)=O,UNC10388627A,F5792-0605,PLATE 079_N_21,87,20,DENV-2 RdRp picogreen,462,268,7,0
1.1.O:3,C1CC(C1)C(N1CCN(CC1)C1=NN=C(CS1)c1cccs1)=O,UNC10373032A,F5792-0665,PLATE 031_O_03,77,20,DENV-2 RdRp picogreen,606,269,7,0
1.6.G:3,C1C(c2ccc(cc2)F)N(C(c2cccs2)=O)N=C1c1ccco1,UNC10384202A,F1471-0073,PLATE 066_G_03,66,20,DENV-2 RdRp picogreen,823,271,8,0
1.13.D:20,CN(CCO)CC(N1C(CC(c2ccco2)=N1)c1ccc(cc1[Cl])[Cl])=O,UNC10386685A,F3371-0147,PLATE 073_D_20,82,20,DENV-2 RdRp picogreen,539,272,8,0
1.3.M:7,COc1ccccc1C1CC(c2ccccc2NS(C)(=O)=O)=NN1C(c1cccs1)=O,UNC10369588A,F3258-0026,PLATE 020_M_07,89,20,DENV-2 RdRp picogreen,409,273,8,0
1.3.N:15,COc1ccccc1C1CC(c2ccc3c(c2)nccn3)N(C(c2cccs2)=O)N=1,UNC10369713A,F3324-0188,PLATE 020_N_15,85,20,DENV-2 RdRp picogreen,488,274,8,0
1.12.B:14,CS(N1C(CC(c2ccco2)=N1)c1cn(c2ccccc2)nc1c1cccs1)(=O)=O,UNC10386274A,F3194-0114,PLATE 072_B_14,82,20,DENV-2 RdRp picogreen,538,275,8,0
1.2.O:9,CC(N1C(CC(c2ccc(cc2)OC)=N1)c1cn(c2ccccc2)nc1c1ccco1)=O,UNC10369306A,F3214-0034,PLATE 019_O_09,69,20,DENV-2 RdRp picogreen,754,276,8,0
1.4.M:5,CS(N1C(CC(c2ccc(cc2)F)=N1)c1ccc2c(c1)OCO2)(=O)=O,UNC10369870A,F3371-0696,PLATE 021_M_05,94,20,DENV-2 RdRp picogreen,316,277,8,0
1.4.A:7,COc1cccc(c1)C1CC(c2ccco2)=NN1S(c1ccccc1)(=O)=O,UNC10369890A,F3371-0707,PLATE 021_A_07,77,20,DENV-2 RdRp picogreen,604,278,8,0
1.6.I:3,C1C(c2ccco2)N(N=C1c1ccccc1)S(c1ccccc1)(=O)=O,UNC10384204A,F1471-0089,PLATE 066_I_03,65,20,DENV-2 RdRp picogreen,855,279,8,0
1.6.G:15,C(C(N1CC(C1)S(Cc1ccco1)(=O)=O)=O)c1ccccc1[Cl],UNC10374815A,F6442-2160,PLATE 036_G_15,99,20,DENV-2 RdRp picogreen,67,281,9,0
1.10.M:5,C(Cc1ccc(c(c1)[Cl])F)C(N1CC(C1)S(Cc1ccco1)(=O)=O)=O,UNC10390290A,F6442-2282,PLATE 085_M_05,98,20,DENV-2 RdRp picogreen,130,282,9,0
1.6.M:15,Cc1ccc(CCC(N2CC(C2)S(Cc2ccco2)(=O)=O)=O)cc1F,UNC10374821A,F6442-2286,PLATE 036_M_15,97,20,DENV-2 RdRp picogreen,197,283,9,0
1.4.K:14,C(Cc1ccc(cc1)C(F)(F)F)C(N1CC(C1)S(Cc1ccco1)(=O)=O)=O,UNC10402870A,F6442-2278,PLATE 124_K_14,95,20,DENV-2 RdRp picogreen,311,284,9,0
1.6.E:17,C(C(c1ccccc1)c1ccccc1)C(N1CC(C1)S(Cc1ccco1)(=O)=O)=O,UNC10374845A,F6442-2398,PLATE 036_E_17,92,20,DENV-2 RdRp picogreen,368,285,9,0
1.6.K:15,CCCOc1ccc(CCC(N2CC(C2)S(Cc2ccco2)(=O)=O)=O)cc1,UNC10374819A,F6442-2262,PLATE 036_K_15,97,20,DENV-2 RdRp picogreen,196,286,9,0
1.9.M:15,CSc1ccc(CCC(N2CCC(C2)S(Cc2ccco2)(=O)=O)=O)cc1,UNC10390130A,F6435-7630,PLATE 084_M_15,89,20,DENV-2 RdRp picogreen,423,287,9,0
1.6.I:5,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(CSCc1ccccc1)=O,UNC10374657A,F6441-3826,PLATE 036_I_05,71,20,DENV-2 RdRp picogreen,697,288,9,0
1.3.N:21,C1CC(CC=C1)C(N1CCC(C1)S(Cc1ccco1)(=O)=O)=O,UNC10402665A,F6435-7570,PLATE 123_N_21,66,20,DENV-2 RdRp picogreen,830,289,9,0
1.10.A:7,C1CCC(C1)SCC(N1CC(C1)S(Cc1ccco1)(=O)=O)=O,UNC10390310A,F6442-2386,PLATE 085_A_07,87,20,DENV-2 RdRp picogreen,464,290,9,0
1.6.C:17,C1CCC(C1)C(N1CC(C1)S(Cc1ccco1)(=O)=O)=O,UNC10374843A,F6442-2367,PLATE 036_C_17,86,20,DENV-2 RdRp picogreen,474,291,9,0
1.10.K:5,Cc1ccccc1OCC(N1CC(C1)S(Cc1ccco1)(=O)=O)=O,UNC10390288A,F6442-2153,PLATE 085_K_05,98,20,DENV-2 RdRp picogreen,129,292,9,0
1.14.G:10,C1C(CN1C(COc1ccccc1F)=O)S(Cc1ccco1)(=O)=O,UNC10410778A,F6442-2157,PLATE 149_G_10,75,20,DENV-2 RdRp picogreen,642,293,9,0
1.13.A:12,Cc1ccccc1OCC(N1CCC(CC1)CSCc1ccco1)=O,UNC10381795A,F6374-5437,PLATE 058_A_12,79,20,DENV-2 RdRp picogreen,580,294,9,0
1.6.I:15,C1C(CN1C(c1ccc(cc1)c1ccsc1)=O)S(Cc1ccco1)(=O)=O,UNC10374817A,F6442-2227,PLATE 036_I_15,100,20,DENV-2 RdRp picogreen,24,295,9,0
1.10.I:5,Cc1cc(C)c(C(N2CC(C2)S(Cc2ccco2)(=O)=O)=O)c(C)c1,UNC10390286A,F6442-2145,PLATE 085_I_05,98,20,DENV-2 RdRp picogreen,128,296,9,0
1.6.O:15,C1C(CN1C(c1cccc(c1)OCc1ccccc1)=O)S(Cc1ccco1)(=O)=O,UNC10374823A,F6442-2300,PLATE 036_O_15,96,20,DENV-2 RdRp picogreen,258,297,9,0
1.10.C:5,C1C(CN1C(c1cccs1)=O)S(Cc1ccco1)(=O)=O,UNC10390280A,F6442-2114,PLATE 085_C_05,100,20,DENV-2 RdRp picogreen,28,298,9,0
1.4.C:16,C1C(CN1C(c1ccc(o1)[Br])=O)S(Cc1ccco1)(=O)=O,UNC10402894A,F6442-2395,PLATE 124_C_16,100,20,DENV-2 RdRp picogreen,34,299,9,0
1.6.G:17,C1C(CN1C(c1cccc2ccccc12)=O)S(Cc1ccco1)(=O)=O,UNC10374847A,F6442-2409,PLATE 036_G_17,98,20,DENV-2 RdRp picogreen,126,300,9,0
1.6.C:7,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(c1cccc2ccccc12)=O,UNC10374683A,F6441-4055,PLATE 036_C_07,88,20,DENV-2 RdRp picogreen,436,301,9,0
1.10.G:5,C1C(CN1C(c1cc2ccccc2o1)=O)S(Cc1ccco1)(=O)=O,UNC10390284A,F6442-2142,PLATE 085_G_05,100,20,DENV-2 RdRp picogreen,30,302,9,0
1.4.O:14,Cn1c(cc(c2ccccc2)n1)C(N1CC(C1)S(Cc1ccco1)(=O)=O)=O,UNC10402874A,F6442-2321,PLATE 124_O_14,94,20,DENV-2 RdRp picogreen,337,303,9,0
1.13.J:7,C1CN(CC1S(Cc1ccco1)(=O)=O)C(c1ccoc1)=O,UNC10381724A,F6435-7803,PLATE 058_J_07,90,20,DENV-2 RdRp picogreen,399,304,9,0
1.4.C:6,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(c1ccsc1)=O,UNC10402734A,F6441-3761,PLATE 124_C_06,82,20,DENV-2 RdRp picogreen,547,305,9,0
1.3.G:17,COCCOc1ccc(cc1)C(N1CCC(C1)S(Cc1ccco1)(=O)=O)=O,UNC10407390A,F6435-7662,PLATE 138_G_17,70,20,DENV-2 RdRp picogreen,732,306,9,0
1.6.A:7,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(c1cccc(c1)[Br])=O,UNC10374681A,F6441-4042,PLATE 036_A_07,84,20,DENV-2 RdRp picogreen,500,307,9,0
1.9.J:14,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(c1ccc(cc1)c1cccc(c1)[Cl])=O,UNC10390111A,F6441-3871,PLATE 084_J_14,81,20,DENV-2 RdRp picogreen,556,308,9,0
1.14.A:8,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(c1ccc(cc1)c1cccs1)=O,UNC10410740A,F6441-3963,PLATE 149_A_08,73,20,DENV-2 RdRp picogreen,679,309,9,0
1.9.P:14,COC(c1ccccc1C(N1CCC(CC1)S(Cc1ccco1)(=O)=O)=O)=O,UNC10390117A,F6441-4022,PLATE 084_P_14,79,20,DENV-2 RdRp picogreen,583,310,9,0
1.6.E:7,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(Cc1cccc2ccccc12)=O,UNC10374685A,F6441-4057,PLATE 036_E_07,81,20,DENV-2 RdRp picogreen,552,311,9,0
1.9.L:14,Cc1ccc(CCC(N2CCC(CC2)S(Cc2ccco2)(=O)=O)=O)cc1F,UNC10390113A,F6441-3932,PLATE 084_L_14,81,20,DENV-2 RdRp picogreen,557,312,9,0
1.6.M:5,Cc1ccc(CCC(N2CCC(CC2)S(Cc2ccco2)(=O)=O)=O)cc1C,UNC10374661A,F6441-3929,PLATE 036_M_05,78,20,DENV-2 RdRp picogreen,590,313,9,0
1.6.O:5,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(CCC(c1ccccc1)=O)=O,UNC10374663A,F6441-3993,PLATE 036_O_05,79,20,DENV-2 RdRp picogreen,575,314,9,0
1.6.G:7,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(Nc1ccccc1)=O,UNC10374687A,F6441-4102,PLATE 036_G_07,67,20,DENV-2 RdRp picogreen,787,315,9,0
1.6.C:4,C1CN(CC1S(Cc1ccco1)(=O)=O)C(c1cnccn1)=O,UNC10412915A,F6435-7468,PLATE 156_C_04,83,20,DENV-2 RdRp picogreen,531,316,9,0
1.4.E:6,CSc1c(cccn1)C(N1CCC(CC1)S(Cc1ccco1)(=O)=O)=O,UNC10402736A,F6441-3802,PLATE 124_E_06,82,20,DENV-2 RdRp picogreen,546,317,9,0
1.6.G:5,C1CN(CCC1S(Cc1ccco1)(=O)=O)C(c1ccc2c(c1)OCO2)=O,UNC10374655A,F6441-3794,PLATE 036_G_05,69,20,DENV-2 RdRp picogreen,738,318,9,0
1.14.P:9,Cc1cccc(CC(N2CCC(c3ccco3)SCC2)=O)c1,UNC10382082A,F6481-3630,PLATE 059_P_09,94,20,DENV-2 RdRp picogreen,331,319,9,0
1.14.N:9,C1CN(CCSC1c1ccco1)C(CSCc1ccccc1)=O,UNC10382080A,F6481-3622,PLATE 059_N_09,86,20,DENV-2 RdRp picogreen,477,320,9,0
1.14.B:11,C1CN(CCSC1c1ccco1)C(CC(c1ccccc1)c1ccccc1)=O,UNC10382100A,F6481-3637,PLATE 059_B_11,71,20,DENV-2 RdRp picogreen,702,321,9,0
1.14.D:11,C1CN(CCSC1c1ccco1)C(Cc1ccccc1[Cl])=O,UNC10382102A,F6481-3678,PLATE 059_D_11,65,20,DENV-2 RdRp picogreen,848,322,9,0
1.11.F:4,C1CN(CCSC1c1ccco1)C(COc1ccc(cc1[Cl])[Cl])=O,UNC10390587A,F6481-3608,PLATE 086_F_04,88,20,DENV-2 RdRp picogreen,444,323,9,0
1.14.J:11,C1CN(CCSC1c1ccco1)C(NCc1ccc(cc1)F)=O,UNC10382108A,F6481-3895,PLATE 059_J_11,69,20,DENV-2 RdRp picogreen,742,324,9,0
1.8.G:9,COc1ccc(CNC(N2CCC(c3ccco3)SCC2)=O)cc1,UNC10375359A,F6481-3889,PLATE 038_G_09,66,20,DENV-2 RdRp picogreen,816,325,9,0
1.14.H:11,C1CN(CCSC1c1ccco1)C(c1cccc(c1)OC(F)(F)F)=O,UNC10382106A,F6481-3798,PLATE 059_H_11,86,20,DENV-2 RdRp picogreen,476,326,9,0
1.8.C:9,C1CN(CCSC1c1ccco1)C(c1ccccc1[Cl])=O,UNC10375355A,F6481-3572,PLATE 038_C_09,79,20,DENV-2 RdRp picogreen,576,327,9,0
1.3.N:8,C1CN(CCSC1c1ccco1)C(c1cccs1)=O,UNC10407253A,F6481-3646,PLATE 138_N_08,74,20,DENV-2 RdRp picogreen,662,328,9,0
1.6.L:3,CCOC(N1CCC(c2ccco2)SCC1)=O,UNC10412908A,F6481-3653,PLATE 156_L_03,87,20,DENV-2 RdRp picogreen,469,329,9,0
1.14.F:11,C1CN(CCSC1c1ccco1)C(Cc1ccc2c(c1)OCO2)=O,UNC10382104A,F6481-3761,PLATE 059_F_11,91,20,DENV-2 RdRp picogreen,382,330,9,0
1.6.C:15,C1CN(CCC1CSCc1ccco1)C(c1cccs1)=O,UNC10413091A,F6374-5467,PLATE 156_C_15,89,20,DENV-2 RdRp picogreen,426,331,9,0
1.6.A:15,C1CN(CCC1CSCc1ccco1)C(c1c(cccc1[Cl])F)=O,UNC10413089A,F6374-5404,PLATE 156_A_15,72,20,DENV-2 RdRp picogreen,696,332,9,0
1.10.E:7,Cc1c(cccc1[Cl])S(N1CC(C1)S(Cc1ccco1)(=O)=O)(=O)=O,UNC10390314A,F6442-2539,PLATE 085_E_07,100,20,DENV-2 RdRp picogreen,29,333,9,0
1.10.G:7,C1C(CN1S(c1ccc(cc1)OC(F)(F)F)(=O)=O)S(Cc1ccco1)(=O)=O,UNC10390316A,F6442-2570,PLATE 085_G_07,99,20,DENV-2 RdRp picogreen,70,334,9,0
1.6.I:17,C1C(CN1S(c1ccccc1)(=O)=O)S(Cc1ccco1)(=O)=O,UNC10374849A,F6442-2498,PLATE 036_I_17,98,20,DENV-2 RdRp picogreen,127,335,9,0
1.10.I:7,C1C(CN1S(Cc1cc(ccc1F)F)(=O)=O)S(Cc1ccco1)(=O)=O,UNC10390318A,F6442-2574,PLATE 085_I_07,96,20,DENV-2 RdRp picogreen,262,336,9,0
